0,1,2,3,4,5,brand_name,processor_brand
ASUS Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX3050Ti- 4G...,Intel Core i7 Processor (12th Gen),16,Windows 11,1 tb ssd,101999.0,asus,intel i7 12th
acer Aspire 7 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 30...,Intel Core i5 Processor (12th Gen),16,Windows 11,512 gb ssd,73990.0,acer,intel i5 12th
HP Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 11 Home) 13-AY1065AU Thin and Light Laptop,AMD Ryzen 5 Hexa Core Processor,8 ,Windows 11,512 gb ssd,79500.0,hp,amd ryzen  5  hexa
ASUS Ryzen 7 Octa Core - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050 Ti ...,AMD Ryzen 7 Octa Core Processor,16,Windows 11,1 tb ssd,99996.0,asus,amd ryzen  7  octa
HP Envy x360 Creator OLED Intel Evo Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) x360-bf0058T...,Intel Core i5 Processor (12th Gen),16,Windows 11,512 gb ssd,93990.0,hp,intel i5 12th
acer Aspire 5 Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A515-57 Thin and Light Laptop,Intel Core i3 Processor (12th Gen),8 ,Windows 11,512 gb ssd,47990.0,acer,intel i3 12th
DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 5518 Thin and Light L...,Intel Core i5 Processor (11th Gen),8 ,Windows 11,512 gb ssd,70430.0,dell,intel i5 11th
Infinix INBook X2 Plus Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,Intel Core i3 Processor (11th Gen),8 ,Windows 11,512 gb ssd,33990.0,infinix,intel i3 11th
HP Envy x360 Creator OLED Intel Evo Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) 15-ew0048TU Th...,Intel Core i7 Processor (12th Gen),16,Windows 11,1 tb ssd,108990.0,hp,intel i7 12th
DELL Vostro Ryzen 3 Quad Core 5425U - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3425 Thin and Light Lap...,AMD Ryzen 3 Quad Core Processor,8 ,Windows 11,256 gb ssd,39990.0,dell,amd ryzen  3  quad
HP Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 16...,AMD Ryzen 7 Octa Core Processor,16,Windows 11,1 tb ssd,135499.0,hp,amd ryzen  7  octa
ASUS ROG Strix G15 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,AMD Ryzen 7 Octa Core Processor,8 ,Windows 11,512 gb ssd,82990.0,asus,amd ryzen  7  octa
Lenovo IdeaPad 3 Intel Core i3 10th Gen - (4 GB/256 GB SSD/Windows 11 Home) 14IIL05 Thin and Light Lap...,Intel Core i3 Processor (10th Gen),4 ,Windows 11,256 gb ssd,31990.0,lenovo,intel i3 10th
acer Aspire 5 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A515-57 Thin and Light Laptop,Intel Core i5 Processor (12th Gen),8 ,Windows 11,512 gb ssd,57990.0,acer,intel i5 12th
ASUS Celeron Dual Core 10th Gen - (4 GB/256 GB SSD/Windows 11 Home) E410KA-BV002W Business Laptop,Intel Celeron Dual Core Processor (10th Gen),4 ,Windows 11,256 gb ssd,24990.0,asus,intel celeron 10th
ASUS Celeron Dual Core 10th Gen - (4 GB/256 GB SSD/Windows 11 Home) E410KA-BV001W Laptop,Intel Celeron Dual Core Processor (10th Gen),4 ,Windows 11,256 gb ssd,25990.0,asus,intel celeron 10th
Infinix INBook X2 Plus Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,Intel Core i3 Processor (11th Gen),8 ,Windows 11,256 gb ssd,31990.0,infinix,intel i3 11th
HP Envy x360 Creator OLED Intel Evo Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) x360-bf0059T...,Intel Core i7 Processor (12th Gen),16,Windows 11,512 gb ssd,103990.0,hp,intel i7 12th
Lenovo Yoga Slim 7 Pro Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14IHU5 Thin and Lig...,Intel Core i5 Processor (11th Gen),16,Windows 11,512 gb ssd,69990.0,lenovo,intel i5 11th
HP Envy x360 Creator OLED Intel Evo Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15-ew0043TU ...,Intel Core i5 Processor (12th Gen),16,Windows 11,512 gb ssd,89490.0,hp,intel i5 12th
DELL Vostro Core i3 10th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3401 Thin and Light L...,Intel Core i3 Processor (10th Gen),4 ,Windows 11,1 tb hdd,42490.0,dell,intel i3 10th
DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3515 Thin ...,AMD Ryzen 3 Dual Core Processor,8 ,Windows 11,1 tb hdd,44000.0,dell,amd ryzen  3  dual
Lenovo IdeaPad 3 Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Light Lapt...,Intel Core i5 Processor (12th Gen),8 ,Windows 11,512 gb ssd,61255.0,lenovo,intel i5 12th
GIGABYTE AERO 5 XE4 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RT...,Intel Core i7 Processor (12th Gen),16,Windows 11,1 tb ssd,193990.0,gigabyte,intel i7 12th
ASUS Vivobook 15 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X515EA-EJ701WS Thin and Light L...,Intel Core i7 Processor (11th Gen),16,Windows 11,512 gb ssd,55990.0,asus,intel i7 11th
ASUS TUF Gaming A15 with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB...,AMD Ryzen 7 Octa Core Processor,16,Windows 11,1 tb ssd,115990.0,asus,amd ryzen  7  octa
DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop,Intel Core i5 Processor (12th Gen),8 ,Windows 11,512 gb ssd,57490.0,dell,intel i5 12th
Lenovo IdeaPad 3 Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15IML05 Thin and Light Lap...,Intel Core i3 Processor (10th Gen),8 ,Windows 11,256 gb ssd,33990.0,lenovo,intel i3 10th
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,Intel Core i5 Processor (12th Gen),16,Windows 11,512 gb ssd,83990.0,lenovo,intel i5 12th
Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,AMD Ryzen 7 Octa Core Processor,32,Windows 11,1 tb ssd,179990.0,lenovo,amd ryzen  7  octa
DELL Vostro Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3510 Thin and Light L...,Intel Core i3 Processor (11th Gen),8 ,Windows 11,1 tb hdd,44990.0,dell,intel i3 11th
DELL Ryzen 5 Quad Core - (8 GB/512 GB SSD/Windows 11 Home) D585059WIN8 Thin and Light Laptop,AMD Ryzen 5 Quad Core Processor,8 ,Windows 11,512 gb ssd,44091.0,dell,amd ryzen  5  quad
DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 16 2-in-1 2 in 1 Laptop,Intel Core i5 Processor (12th Gen),8 ,Windows 11,512 gb ssd,89490.0,dell,intel i5 12th
HP Envy x360 Creator Intel Evo Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) x360-bf0085TU Thin...,Intel Core i5 Processor (12th Gen),8 ,Windows 11,512 gb ssd,81490.0,hp,intel i5 12th
Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 14ALC7 Thin and Lig...,AMD Ryzen 5 Hexa Core Processor,16,Windows 11,512 gb ssd,92290.0,lenovo,amd ryzen  5  hexa
HP Envy x360 Creator Intel Evo Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15-ew0040TU Thin ...,Intel Core i5 Processor (12th Gen),16,Windows 11,512 gb ssd,81990.0,hp,intel i5 12th
DELL Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Metal Laptop Thin and Light...,Intel Core i5 Processor (12th Gen),16,Windows 11,512 gb ssd,73990.0,dell,intel i5 12th
DELL Inspiron Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Lig...,Intel Core i5 Processor (12th Gen),8 ,Windows 11,512 gb ssd,59779.0,dell,intel i5 12th
GIGABYTE G5 ME-51IN213SH Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,Intel Core i5 Processor (12th Gen),16,Windows 11,512 gb ssd,85990.0,gigabyte,intel i5 12th
HP Ryzen 3 Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 15S-ER1501AU Laptop,AMD Ryzen 3 Dual Core Processor,8 ,Windows 11,256 gb ssd,35500.0,hp,amd ryzen  3  dual
Lenovo Intel Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 306...,Intel Core i7 Processor (12th Gen),16,Windows 11,512 gb ssd,139490.0,lenovo,intel i7 12th
Lenovo Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) 82KBA03TIH Laptop,Intel Core i3 Processor (11th Gen),8 ,Windows 11,1 tb hdd,38490.0,lenovo,intel i3 11th
HP Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) EG2018TX Laptop,Intel Core i5 Processor (12th Gen),16,Windows 11,512 gb ssd,78500.0,hp,intel i5 12th
DELL Vostro Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Vostro 5620 Thin and Light Laptop,Intel Core i5 Processor (12th Gen),16,Windows 11,512 gb ssd,73990.0,dell,intel i5 12th
DELL Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,Intel Core i3 Processor (11th Gen),8 ,Windows 11,512 gb ssd,45990.0,dell,intel i3 11th
Lenovo Yoga Slim 7 Pro Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14IHU5 Thin and Lig...,Intel Core i5 Processor (11th Gen),16,Windows 11,512 gb ssd,69990.0,lenovo,intel i5 11th
Lenovo Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060...,AMD Ryzen 7 Octa Core Processor,16,Windows 11,1 tb ssd,131990.0,lenovo,amd ryzen  7  octa
Lenovo IdeaPad Gaming 3 Intel Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDI...,Intel Core i7 Processor (12th Gen),16,Windows 11,512 gb ssd,118990.0,lenovo,intel i7 12th
DELL Inspiron Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin ...,AMD Ryzen 5 Hexa Core Processor,8 ,Windows 11,512 gb ssd,50990.0,dell,amd ryzen  5  hexa
DELL Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 T...,AMD Ryzen 7 Octa Core Processor,16,Windows 11,1 tb ssd,158990.0,dell,amd ryzen  7  octa
ASUS Zenbook 14 OLED Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX3402ZA-KM732WS Laptop,Intel Core i7 Processor (12th Gen),16,Windows 11,512 gb ssd,104990.0,asus,intel i7 12th
Lenovo IdeaPad Slim 3 Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Ligh...,Intel Core i5 Processor (11th Gen),16,Windows 11,512 gb ssd,57490.0,lenovo,intel i5 11th
Lenovo IdeaPad Flex 5 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Ligh...,Intel Core i5 Processor (12th Gen),16,Windows 11,512 gb ssd,99290.0,lenovo,intel i5 12th
DELL Inspiron Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) INSPIRON 3511 Notebook,Intel Core i3 Processor (11th Gen),8 ,Windows 11,512 gb ssd,44490.0,dell,intel i3 11th
Lenovo Legion 5 Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,AMD Ryzen 7 Octa Core Processor,16,Windows 11,512 gb ssd,114990.0,lenovo,amd ryzen  7  octa
Lenovo Legion 5 Pro Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,AMD Ryzen 7 Octa Core Processor,16,Windows 11,1 tb ssd,159990.0,lenovo,amd ryzen  7  octa
DELL Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/165 Hz...,Intel Core i7 Processor (12th Gen),16,Windows 11,512 gb ssd,123990.0,dell,intel i7 12th
DELL Inspiron Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin ...,AMD Ryzen 5 Hexa Core Processor,8 ,Windows 11,512 gb ssd,54990.0,dell,amd ryzen  5  hexa
DELL Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/165 Hz) ...,Intel Core i9 Processor (12th Gen),16,Windows 11,1 tb ssd,138990.0,dell,intel i9 12th
DELL Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop,Intel Core i3 Processor (12th Gen),8 ,Windows 11,512 gb ssd,45490.0,dell,intel i3 12th
DELL Allienware Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 30...,Intel Core i7 Processor (12th Gen),32,Windows 11,1 tb ssd,280490.0,dell,intel i7 12th
DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron 15 Laptop Thin an...,Intel Core i5 Processor (12th Gen),8 ,Windows 11,512 gb ssd,63890.0,dell,intel i5 12th
DELL Vostro Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 5625 Thin and Light Lap...,AMD Ryzen 5 Hexa Core Processor,8 ,Windows 11,512 gb ssd,63331.0,dell,amd ryzen  5  hexa
DELL Athlon Dual Core 3050U - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3525 Thin and Light Laptop,AMD Athlon Dual Core Processor,8 ,Windows 11,256 gb ssd,49852.0,dell,amd athlon dual core processor
DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 30...,Intel Core i5 Processor (11th Gen),16,Windows 11,512 gb ssd,99990.0,dell,intel i5 11th
DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 3511 Thin and Light ...,Intel Core i5 Processor (11th Gen),16,Windows 11,512 gb ssd,67500.0,dell,intel i5 11th
DELL Vostro Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Vostro 5620 Thin and Light Laptop,Intel Core i5 Processor (12th Gen),8 ,Windows 11,512 gb ssd,69490.0,dell,intel i5 12th
Lenovo IdeaPad Flex 5 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Light Lapto...,Intel Core i5 Processor (12th Gen),8 ,Windows 11,512 gb ssd,75990.0,lenovo,intel i5 12th
DELL Vostro Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 3425 Metal Thin and Li...,AMD Ryzen 5 Hexa Core Processor,16,Windows 11,512 gb ssd,57890.0,dell,amd ryzen  5  hexa
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,Intel Core i5 Processor (12th Gen),16,Windows 11,512 gb ssd,84990.0,lenovo,intel i5 12th
Lenovo Yoga 6 Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 13ALC7 Thin and Light Lapto...,AMD Ryzen 7 Octa Core Processor,16,Windows 11,512 gb ssd,86510.0,lenovo,amd ryzen  7  octa
Lenovo Intel Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14IAL7 Thin and Light Laptop,Intel Core i7 Processor (12th Gen),16,Windows 11,512 gb ssd,119990.0,lenovo,intel i7 12th
Lenovo IdeaPad Flex 5 Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 14ALC7 Thin and Lig...,AMD Ryzen 7 Octa Core Processor,16,Windows 11,512 gb ssd,97890.0,lenovo,amd ryzen  7  octa
Lenovo IdeaPad Flex 5 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Light...,Intel Core i3 Processor (12th Gen),8 ,Windows 11,512 gb ssd,86690.0,lenovo,intel i3 12th
DELL Vostro Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3420 Thin and Light Laptop,Intel Core i3 Processor (11th Gen),8 ,Windows 11,512 gb ssd,47500.0,dell,intel i3 11th
DELL Allienware Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 30...,Intel Core i7 Processor (12th Gen),16,Windows 11,1 tb ssd,246490.0,dell,intel i7 12th
DELL Allienware Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 30...,Intel Core i7 Processor (12th Gen),32,Windows 11,1 tb ssd,246490.0,dell,intel i7 12th
DELL Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron 15 Metal Laptop ...,Intel Core i5 Processor (12th Gen),16,Windows 11,512 gb ssd,73490.0,dell,intel i5 12th
DELL Allienware Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX ...,Intel Core i7 Processor (12th Gen),16,Windows 11,512 gb ssd,168990.0,dell,intel i7 12th
ASUS Ryzen 7 Dual Core 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) FA577RE-HN055WS Lap...,AMD Ryzen 7 Dual Core Processor (10th Gen),16,Windows 11,512 gb ssd,96199.0,asus,amd ryzen  7  dual
ASUS TUF GAMING A15 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,AMD Ryzen 7 Octa Core Processor,8 ,Windows 11,512 gb ssd,74990.0,asus,amd ryzen  7  octa
HP G8 Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/Windows 11 Home) 245 G8 Laptop,AMD Ryzen 3 Dual Core Processor,8 ,Windows 11,1 tb hdd,35500.0,hp,amd ryzen  3  dual
HP Pavilion Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-ek0084TU Thin and Light Laptop,Intel Core i5 Processor (12th Gen),8 ,Windows 11,512 gb ssd,69990.0,hp,intel i5 12th
Infinix INBook X2 Plus Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,Intel Core i5 Processor (11th Gen),8 ,Windows 11,512 gb ssd,39990.0,infinix,intel i5 11th
HP Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti) 16-k03...,Intel Core i7 Processor (12th Gen),16,Windows 11,1 tb ssd,170399.0,hp,intel i7 12th
GIGABYTE G5 GD Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,Intel Core i5 Processor (11th Gen),16,Windows 11,512 gb ssd,64990.0,gigabyte,intel i5 11th
HP Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 14s-fy1005AU Thin and Light Laptop,AMD Ryzen 7 Octa Core Processor,16,Windows 11,512 gb ssd,56990.0,hp,amd ryzen  7  octa
HP Laptop with Backlit Keyboard Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fr2512tu Lapt...,Intel Core i3 Processor (11th Gen),8 ,Windows 11,512 gb ssd,40990.0,hp,intel i3 11th
ASUS Zenbook 17 Fold OLED Intel EVO Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) UX9702AA-MD023...,Intel Core i7 Processor (12th Gen),16,Windows 11,1 tb ssd,329990.0,asus,intel i7 12th
HP Omen Intel Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060...,Intel Core i7 Processor (12th Gen),16,Windows 11,1 tb ssd,161000.0,hp,intel i7 12th
HP Omen Ryzen 7 Ryzen 7 Octa Core 6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,AMD Ryzen 7 Octa Core Processor,16,Windows 11,512 gb ssd,106199.0,hp,amd ryzen  7  octa
Lenovo Ryzen 7 Octa Core - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX NVIDIA GeF...,AMD Ryzen 7 Octa Core Processor,16,Windows 11,1 tb ssd,144998.0,lenovo,amd ryzen  7  octa
ASUS TUF GAMING A15 Ryzen 7 Octa Core 4800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,AMD Ryzen 7 Octa Core Processor,16,Windows 11,512 gb ssd,86990.0,asus,amd ryzen  7  octa
HP Victus Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX...,AMD Ryzen 7 Octa Core Processor,16,Windows 11,512 gb ssd,104500.0,hp,amd ryzen  7  octa
HP Spectre Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14-ea0538TU Thin and Light Lapt...,Intel Core i5 Processor (11th Gen),16,Windows 11,512 gb ssd,124425.0,hp,intel i5 11th
ASUS VivoBook K15 OLED (2022) Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home) K513EA-L5...,Intel Core i5 Processor (11th Gen),16,Windows 11,1 tb hdd,64990.0,asus,intel i5 11th
ASUS ROG Strix SCAR 15 Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForc...,Intel Core i9 Processor (12th Gen),32,Windows 11,1 tb ssd,281990.0,asus,intel i9 12th
HP Victus Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/AMD Radeon RX 5500M...,AMD Ryzen 5 Hexa Core Processor,8 ,Windows 10,512 gb ssd,59000.0,hp,amd ryzen  5  hexa
Lenovo Intel Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) 14IGL05 Thin and Light Laptop,Intel Celeron Dual Core Processor,4 ,chrome,nan,28490.0,lenovo,intel celeron
ASUS TUF GAMING A15 Ryzen 7 Octa Core 4800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,AMD Ryzen 7 Octa Core Processor,16,Windows 11,512 gb ssd,79990.0,asus,amd ryzen  7  octa
HP Omen Intel Core i9 12th Gen - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 308...,Intel Core i9 Processor (12th Gen),32,Windows 11,2 tb ssd,298990.0,hp,intel i9 12th
HP Pavilion Plus Creator OLED (2023) Intel H-Series Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home...,Intel Core i7 Processor (12th Gen),16,Windows 11,1 tb ssd,93990.0,hp,intel i7 12th
ASUS Vivobook 15 OLED (2022) Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1505ZA-L1311WS Thin...,Intel Core i3 Processor (12th Gen),8 ,Windows 11,512 gb ssd,50990.0,asus,intel i3 12th
ASUS ROG Zephyrus G15 with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/6 ...,AMD Ryzen 7 Octa Core Processor,16,Windows 11,1 tb ssd,162990.0,asus,amd ryzen  7  octa
Lenovo Legion 5 Pro Ryzen 7 Octa Core Ryzen™ 7 5800H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/N...,AMD Ryzen 7 Octa Core Processor,32,Windows 11,1 tb ssd,179998.0,lenovo,amd ryzen  7  octa
GIGABYTE G5 MD Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,Intel Core i5 Processor (11th Gen),16,Windows 11,512 gb ssd,76990.0,gigabyte,intel i5 11th
DELL Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5320 Laptop,Intel Core i7 Processor (12th Gen),16,Windows 11,512 gb ssd,89990.0,dell,intel i7 12th
DELL Inspiron Core i5 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Light Laptop,Intel Core i5 Processor (11th Gen),8 ,Windows 11,256 gb ssd,63499.0,dell,intel i5 11th
ASUS Vivobook 16X Ryzen 7 Octa Core AMD Ryzen 7 5800H - (16 GB/512 GB SSD/Windows 11 Home) M1603QA-MB7...,AMD Ryzen 7 Octa Core Processor,16,Windows 11,512 gb ssd,64990.0,asus,amd ryzen  7  octa
Infinix INBook X2 Plus Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Lapto...,Intel Core i7 Processor (11th Gen),16,Windows 11,512 gb ssd,48990.0,infinix,intel i7 11th
Lenovo IdeaPad 3 Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Light Lapt...,Intel Core i5 Processor (12th Gen),8 ,Windows 11,512 gb ssd,66990.0,lenovo,intel i5 12th
HP Victus Ryzen 7 Octa Core 5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,AMD Ryzen 7 Octa Core Processor,8 ,Windows 11,512 gb ssd,78990.0,hp,amd ryzen  7  octa
HP Omen Ryzen 7 Ryzen 7 Octa Core 6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,AMD Ryzen 7 Octa Core Processor,16,Windows 11,512 gb ssd,107699.0,hp,amd ryzen  7  octa
HP Spectre Intel Evo Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) ef0053TU Notebook,Intel Core i7 Processor (12th Gen),16,Windows 11,512 gb ssd,125990.0,hp,intel i7 12th
HP Spectre Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) ef0052TU Notebook,Intel Core i5 Processor (12th Gen),8 ,Windows 11,512 gb ssd,112000.0,hp,intel i5 12th
ASUS TUF GAMING A15 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,AMD Ryzen 5 Hexa Core Processor,8 ,Windows 11,1 tb ssd,65990.0,asus,amd ryzen  5  hexa
